,names,studyName,germplasmDbId,trait,predicted.value,std.error
4052,19-16364,Aug_Neo_20,239562,Grain.yield...bu.ac,57.71436477,5.600947664
4053,19-16364,Aug_Neo_20,239562,Plant.height...cm.,96.52,4.041906421
4054,19-16368,Aug_Neo_20,239563,Grain.test.weight...lbs.bu,57.4277,1.563366793
4055,19-16368,Aug_Neo_20,239563,Grain.yield...bu.ac,64.16368611,5.600947664
4056,19-16368,Aug_Neo_20,239563,Plant.height...cm.,101.6,4.041906421
4057,19-16371,Aug_Neo_20,239564,Grain.test.weight...lbs.bu,59.1209,1.563366793
4058,19-16371,Aug_Neo_20,239564,Grain.yield...bu.ac,57.14946071,5.600947664
4059,19-16371,Aug_Neo_20,239564,Plant.height...cm.,93.98,4.041906421
4060,19-16376,Aug_Neo_20,239565,Grain.test.weight...lbs.bu,57.0044,1.563366793
4061,19-16376,Aug_Neo_20,239565,Grain.yield...bu.ac,35.68310644,5.600947664
4062,19-16376,Aug_Neo_20,239565,Plant.height...cm.,91.44,4.041906421
4063,19-16404,Aug_Neo_20,239566,Grain.test.weight...lbs.bu,56.7222,1.563366793
4064,19-16404,Aug_Neo_20,239566,Grain.yield...bu.ac,55.1722965,5.600947664
4065,19-16404,Aug_Neo_20,239566,Plant.height...cm.,91.44,4.041906421
4068,19-16421,Aug_Neo_20,239569,Grain.test.weight...lbs.bu,58.1332,1.563366793
4069,19-16421,Aug_Neo_20,239569,Grain.yield...bu.ac,53.38343364,5.600947664
4070,19-16421,Aug_Neo_20,239569,Plant.height...cm.,86.36,4.041906421
4072,19-16533,Aug_Neo_20,239571,Grain.test.weight...lbs.bu,58.8387,1.563366793
4073,19-16533,Aug_Neo_20,239571,Grain.yield...bu.ac,49.66448191,5.600947664
4074,19-16533,Aug_Neo_20,239571,Plant.height...cm.,88.9,4.041906421
4075,19-16605,Aug_Neo_20,239572,Grain.test.weight...lbs.bu,57.7099,1.563366793
4076,19-16605,Aug_Neo_20,239572,Grain.yield...bu.ac,45.75722884,5.600947664
4077,19-16605,Aug_Neo_20,239572,Plant.height...cm.,81.28,4.041906421
4078,19-16636,Aug_Neo_20,239573,Grain.test.weight...lbs.bu,56.2989,1.563366793
4079,19-16636,Aug_Neo_20,239573,Grain.yield...bu.ac,43.96836598,5.600947664
4080,19-16636,Aug_Neo_20,239573,Plant.height...cm.,91.44,4.041906421
4082,19-16737,Aug_Neo_20,239575,Grain.test.weight...lbs.bu,55.029,1.563366793
4083,19-16737,Aug_Neo_20,239575,Grain.yield...bu.ac,45.80430417,5.600947664
4084,19-16737,Aug_Neo_20,239575,Plant.height...cm.,88.9,4.041906421
4086,19-16848,Aug_Neo_20,239577,Grain.test.weight...lbs.bu,54.8879,1.563366793
4087,19-16848,Aug_Neo_20,239577,Grain.yield...bu.ac,62.7985013,5.600947664
4088,19-16848,Aug_Neo_20,239577,Plant.height...cm.,91.44,4.041906421
4089,19-16856,Aug_Neo_20,239578,Grain.test.weight...lbs.bu,56.2989,1.563366793
4090,19-16856,Aug_Neo_20,239578,Grain.yield...bu.ac,60.68011108,5.600947664
4091,19-16856,Aug_Neo_20,239578,Plant.height...cm.,91.44,4.041906421
4092,19-16860,Aug_Neo_20,239579,Grain.test.weight...lbs.bu,58.4154,1.563366793
4093,19-16860,Aug_Neo_20,239579,Grain.yield...bu.ac,66.235001,5.600947664
4094,19-16860,Aug_Neo_20,239579,Plant.height...cm.,96.52,4.041906421
4095,19-16878,Aug_Neo_20,239580,Grain.test.weight...lbs.bu,58.5565,1.563366793
4096,19-16878,Aug_Neo_20,239580,Grain.yield...bu.ac,48.67589981,5.600947664
4097,19-16878,Aug_Neo_20,239580,Plant.height...cm.,83.82,4.041906421
4098,19-16953,Aug_Neo_20,239581,Grain.test.weight...lbs.bu,56.2989,1.563366793
4099,19-16953,Aug_Neo_20,239581,Grain.yield...bu.ac,64.21076145,5.600947664
4100,19-16953,Aug_Neo_20,239581,Plant.height...cm.,91.44,4.041906421
4101,19-17009,Aug_Neo_20,239582,Grain.test.weight...lbs.bu,56.44,1.563366793
4102,19-17009,Aug_Neo_20,239582,Grain.yield...bu.ac,53.19513229,5.600947664
4103,19-17009,Aug_Neo_20,239582,Plant.height...cm.,86.36,4.041906421
4104,19-17038,Aug_Neo_20,239583,Grain.test.weight...lbs.bu,56.44,1.563366793
4105,19-17038,Aug_Neo_20,239583,Grain.yield...bu.ac,50.98259139,5.600947664
4106,19-17038,Aug_Neo_20,239583,Plant.height...cm.,83.82,4.041906421
4107,19-17041,Aug_Neo_20,239584,Grain.test.weight...lbs.bu,54.0413,1.563366793
4108,19-17041,Aug_Neo_20,239584,Grain.yield...bu.ac,58.84417288,5.600947664
4109,19-17041,Aug_Neo_20,239584,Plant.height...cm.,83.82,4.041906421
4110,19-17043,Aug_Neo_20,239585,Grain.test.weight...lbs.bu,53.9002,1.563366793
4111,19-17043,Aug_Neo_20,239585,Grain.yield...bu.ac,57.47898807,5.600947664
4112,19-17043,Aug_Neo_20,239585,Plant.height...cm.,88.9,4.041906421
4113,19-17048,Aug_Neo_20,239586,Grain.test.weight...lbs.bu,51.7837,1.563366793
4114,19-17048,Aug_Neo_20,239586,Grain.yield...bu.ac,60.16228236,5.600947664
4115,19-17048,Aug_Neo_20,239586,Plant.height...cm.,88.9,4.041906421
4116,19-17051,Aug_Neo_20,239587,Grain.test.weight...lbs.bu,55.5934,1.563366793
4117,19-17051,Aug_Neo_20,239587,Grain.yield...bu.ac,60.82133709,5.600947664
4118,19-17051,Aug_Neo_20,239587,Plant.height...cm.,91.44,4.041906421
4120,19-17053,Aug_Neo_20,239589,Grain.test.weight...lbs.bu,55.5934,1.563366793
4121,19-17053,Aug_Neo_20,239589,Grain.yield...bu.ac,59.92690567,5.600947664
4122,19-17053,Aug_Neo_20,239589,Plant.height...cm.,91.44,4.041906421
4125,19-17201,Aug_Neo_20,239592,Grain.test.weight...lbs.bu,58.2743,1.563366793
4126,19-17201,Aug_Neo_20,239592,Grain.yield...bu.ac,76.9211028,5.600947664
4127,19-17201,Aug_Neo_20,239592,Plant.height...cm.,88.9,4.041906421
4128,19-17212,Aug_Neo_20,239593,Grain.test.weight...lbs.bu,57.5688,1.563366793
4129,19-17212,Aug_Neo_20,239593,Grain.yield...bu.ac,62.23359724,5.600947664
4130,19-17212,Aug_Neo_20,239593,Plant.height...cm.,96.52,4.041906421
4131,19-17237,Aug_Neo_20,239594,Grain.test.weight...lbs.bu,56.0167,1.563366793
4132,19-17237,Aug_Neo_20,239594,Grain.yield...bu.ac,64.39906281,5.600947664
4133,19-17237,Aug_Neo_20,239594,Plant.height...cm.,93.98,4.041906421
4137,19-17333,Aug_Neo_20,239598,Grain.test.weight...lbs.bu,57.2866,1.563366793
4138,19-17333,Aug_Neo_20,239598,Grain.yield...bu.ac,72.68432235,5.600947664
4139,19-17333,Aug_Neo_20,239598,Plant.height...cm.,96.52,4.041906421
4140,19-17354,Aug_Neo_20,239599,Grain.test.weight...lbs.bu,58.2743,1.563366793
4141,19-17354,Aug_Neo_20,239599,Grain.yield...bu.ac,59.73860431,5.600947664
4142,19-17354,Aug_Neo_20,239599,Plant.height...cm.,96.52,4.041906421
4144,19-17467,Aug_Neo_20,239601,Grain.test.weight...lbs.bu,55.5934,1.563366793
4145,19-17467,Aug_Neo_20,239601,Grain.yield...bu.ac,67.08235709,5.600947664
4146,19-17467,Aug_Neo_20,239601,Plant.height...cm.,91.44,4.041906421
4148,19-17546,Aug_Neo_20,239603,Grain.test.weight...lbs.bu,57.0044,1.563366793
4149,19-17546,Aug_Neo_20,239603,Grain.yield...bu.ac,56.96115935,5.600947664
4150,19-17546,Aug_Neo_20,239603,Plant.height...cm.,86.36,4.041906421
4151,19-17548,Aug_Neo_20,239604,Grain.test.weight...lbs.bu,56.5811,1.563366793
4152,19-17548,Aug_Neo_20,239604,Grain.yield...bu.ac,52.86560492,5.600947664
4153,19-17548,Aug_Neo_20,239604,Plant.height...cm.,88.9,4.041906421
4155,19-17569,Aug_Neo_20,239606,Grain.test.weight...lbs.bu,55.7345,1.563366793
4156,19-17569,Aug_Neo_20,239606,Grain.yield...bu.ac,55.5488992,5.600947664
4157,19-17569,Aug_Neo_20,239606,Plant.height...cm.,91.44,4.041906421
4158,19-17603,Aug_Neo_20,239607,Grain.test.weight...lbs.bu,54.6057,1.563366793
4159,19-17603,Aug_Neo_20,239607,Grain.yield...bu.ac,59.73860431,5.600947664
4160,19-17603,Aug_Neo_20,239607,Plant.height...cm.,93.98,4.041906421
4162,19-17649,Aug_Neo_20,239609,Grain.test.weight...lbs.bu,56.1578,1.563366793
4163,19-17649,Aug_Neo_20,239609,Grain.yield...bu.ac,66.79990506,5.600947664
4164,19-17649,Aug_Neo_20,239609,Plant.height...cm.,91.44,4.041906421
4165,19-17662,Aug_Neo_20,239610,Grain.test.weight...lbs.bu,56.5811,1.563366793
4166,19-17662,Aug_Neo_20,239610,Grain.yield...bu.ac,62.32774792,5.600947664
4167,19-17662,Aug_Neo_20,239610,Plant.height...cm.,91.44,4.041906421
4168,19-17674,Aug_Neo_20,239611,Grain.test.weight...lbs.bu,55.4523,1.563366793
4169,19-17674,Aug_Neo_20,239611,Grain.yield...bu.ac,58.13804281,5.600947664
4170,19-17674,Aug_Neo_20,239611,Plant.height...cm.,88.9,4.041906421
4171,19-17675,Aug_Neo_20,239612,Grain.test.weight...lbs.bu,55.8756,1.563366793
4172,19-17675,Aug_Neo_20,239612,Grain.yield...bu.ac,51.26504342,5.600947664
4173,19-17675,Aug_Neo_20,239612,Plant.height...cm.,86.36,4.041906421
4174,19-17702,Aug_Neo_20,239613,Grain.test.weight...lbs.bu,58.6976,1.563366793
4175,19-17702,Aug_Neo_20,239613,Grain.yield...bu.ac,56.11380326,5.600947664
4176,19-17702,Aug_Neo_20,239613,Plant.height...cm.,88.9,4.041906421
4177,19-17710,Aug_Neo_20,239614,Grain.test.weight...lbs.bu,56.8633,1.563366793
4178,19-17710,Aug_Neo_20,239614,Grain.yield...bu.ac,46.88703695,5.600947664
4179,19-17710,Aug_Neo_20,239614,Plant.height...cm.,88.9,4.041906421
4180,19-17721,Aug_Neo_20,239615,Grain.test.weight...lbs.bu,57.4277,1.563366793
4181,19-17721,Aug_Neo_20,239615,Grain.yield...bu.ac,53.9483377,5.600947664
4182,19-17721,Aug_Neo_20,239615,Plant.height...cm.,96.52,4.041906421
4186,19-17813,Aug_Neo_20,239619,Plant.height...cm.,93.98,4.041906421
4187,19-17815,Aug_Neo_20,239620,Grain.test.weight...lbs.bu,57.9921,1.563366793
4188,19-17815,Aug_Neo_20,239620,Grain.yield...bu.ac,58.42049484,5.600947664
4189,19-17815,Aug_Neo_20,239620,Plant.height...cm.,91.44,4.041906421
4190,19-17817,Aug_Neo_20,239621,Grain.test.weight...lbs.bu,58.6976,1.563366793
4191,19-17817,Aug_Neo_20,239621,Grain.yield...bu.ac,59.36200161,5.600947664
4192,19-17817,Aug_Neo_20,239621,Plant.height...cm.,96.52,4.041906421
4193,19-17823,Aug_Neo_20,239622,Grain.test.weight...lbs.bu,58.9798,1.563366793
4194,19-17823,Aug_Neo_20,239622,Grain.yield...bu.ac,64.25783679,5.600947664
4195,19-17823,Aug_Neo_20,239622,Plant.height...cm.,96.52,4.041906421
4196,19-17828,Aug_Neo_20,239623,Grain.test.weight...lbs.bu,59.4031,1.563366793
4197,19-17828,Aug_Neo_20,239623,Grain.yield...bu.ac,63.17510401,5.600947664
4198,19-17828,Aug_Neo_20,239623,Plant.height...cm.,76.2,4.041906421
4199,19-17829,Aug_Neo_20,239624,Grain.test.weight...lbs.bu,57.851,1.563366793
4200,19-17829,Aug_Neo_20,239624,Grain.yield...bu.ac,63.03387799,5.600947664
4201,19-17829,Aug_Neo_20,239624,Plant.height...cm.,96.52,4.041906421
4202,19-17929,Aug_Neo_20,239625,Grain.test.weight...lbs.bu,57.9921,1.563366793
4203,19-17929,Aug_Neo_20,239625,Grain.yield...bu.ac,55.87842657,5.600947664
4204,19-17929,Aug_Neo_20,239625,Plant.height...cm.,86.36,4.041906421
4205,19-17932,Aug_Neo_20,239626,Grain.test.weight...lbs.bu,57.1455,1.563366793
4206,19-17932,Aug_Neo_20,239626,Grain.yield...bu.ac,54.88984447,5.600947664
4207,19-17932,Aug_Neo_20,239626,Plant.height...cm.,88.9,4.041906421
4208,19-17946,Aug_Neo_20,239627,Grain.test.weight...lbs.bu,57.7099,1.563366793
4209,19-17946,Aug_Neo_20,239627,Grain.yield...bu.ac,61.99822055,5.600947664
4210,19-17946,Aug_Neo_20,239627,Plant.height...cm.,93.98,4.041906421
4211,19-18024,Aug_Neo_20,239628,Grain.test.weight...lbs.bu,56.7222,1.563366793
4212,19-18024,Aug_Neo_20,239628,Grain.yield...bu.ac,62.46897393,5.600947664
4213,19-18024,Aug_Neo_20,239628,Plant.height...cm.,93.98,4.041906421
4214,19-18033,Aug_Neo_20,239629,Grain.test.weight...lbs.bu,55.8756,1.563366793
4215,19-18033,Aug_Neo_20,239629,Grain.yield...bu.ac,51.40626943,5.600947664
4216,19-18033,Aug_Neo_20,239629,Plant.height...cm.,93.98,4.041906421
4218,19-18141,Aug_Neo_20,239631,Grain.test.weight...lbs.bu,57.2866,1.563366793
4219,19-18141,Aug_Neo_20,239631,Grain.yield...bu.ac,64.21076145,5.600947664
4220,19-18141,Aug_Neo_20,239631,Plant.height...cm.,91.44,4.041906421
4221,19-18142,Aug_Neo_20,239632,Grain.test.weight...lbs.bu,58.5565,1.563366793
4222,19-18142,Aug_Neo_20,239632,Grain.yield...bu.ac,63.59878205,5.600947664
4223,19-18142,Aug_Neo_20,239632,Plant.height...cm.,96.52,4.041906421
4224,19-18145,Aug_Neo_20,239633,Grain.test.weight...lbs.bu,57.9921,1.563366793
4225,19-18145,Aug_Neo_20,239633,Grain.yield...bu.ac,61.43331649,5.600947664
4226,19-18145,Aug_Neo_20,239633,Plant.height...cm.,104.14,4.041906421
4227,19-18151,Aug_Neo_20,239634,Grain.test.weight...lbs.bu,58.9798,1.563366793
4228,19-18151,Aug_Neo_20,239634,Grain.yield...bu.ac,65.90547363,5.600947664
4229,19-18151,Aug_Neo_20,239634,Plant.height...cm.,96.52,4.041906421
4230,19-18152,Aug_Neo_20,239635,Grain.test.weight...lbs.bu,59.262,1.563366793
4231,19-18152,Aug_Neo_20,239635,Grain.yield...bu.ac,61.10378912,5.600947664
4232,19-18152,Aug_Neo_20,239635,Plant.height...cm.,99.06,4.041906421
4233,19-18153,Aug_Neo_20,239636,Grain.test.weight...lbs.bu,57.851,1.563366793
4234,19-18153,Aug_Neo_20,239636,Grain.yield...bu.ac,63.31633002,5.600947664
4235,19-18153,Aug_Neo_20,239636,Plant.height...cm.,93.98,4.041906421
4236,19-18156,Aug_Neo_20,239637,Grain.test.weight...lbs.bu,57.2866,1.563366793
4237,19-18156,Aug_Neo_20,239637,Grain.yield...bu.ac,64.39906281,5.600947664
4238,19-18156,Aug_Neo_20,239637,Plant.height...cm.,91.44,4.041906421
4239,19-18157,Aug_Neo_20,239638,Grain.test.weight...lbs.bu,57.5688,1.563366793
4240,19-18157,Aug_Neo_20,239638,Grain.yield...bu.ac,61.85699454,5.600947664
4241,19-18157,Aug_Neo_20,239638,Plant.height...cm.,88.9,4.041906421
4242,19-18326,Aug_Neo_20,239639,Grain.test.weight...lbs.bu,57.5688,1.563366793
4243,19-18326,Aug_Neo_20,239639,Grain.yield...bu.ac,61.52746717,5.600947664
4244,19-18326,Aug_Neo_20,239639,Plant.height...cm.,96.52,4.041906421
4245,19-18328,Aug_Neo_20,239640,Grain.test.weight...lbs.bu,57.1455,1.563366793
4246,19-18328,Aug_Neo_20,239640,Grain.yield...bu.ac,59.83275499,5.600947664
4247,19-18328,Aug_Neo_20,239640,Plant.height...cm.,99.06,4.041906421
4248,19-18329,Aug_Neo_20,239641,Grain.test.weight...lbs.bu,54.8879,1.563366793
4249,19-18329,Aug_Neo_20,239641,Grain.yield...bu.ac,57.62021409,5.600947664
4250,19-18329,Aug_Neo_20,239641,Plant.height...cm.,91.44,4.041906421
4251,19-18721,Aug_Neo_20,239642,Grain.test.weight...lbs.bu,57.2866,1.563366793
4252,19-18721,Aug_Neo_20,239642,Grain.yield...bu.ac,54.70154311,5.600947664
4253,19-18721,Aug_Neo_20,239642,Plant.height...cm.,96.52,4.041906421
4254,19-18725,Aug_Neo_20,239643,Grain.test.weight...lbs.bu,53.3358,1.563366793
4255,19-18725,Aug_Neo_20,239643,Grain.yield...bu.ac,57.52606341,5.600947664
4256,19-18725,Aug_Neo_20,239643,Plant.height...cm.,86.36,4.041906421
4257,19-18813,Aug_Neo_20,239644,Grain.test.weight...lbs.bu,55.4523,1.563366793
4258,19-18813,Aug_Neo_20,239644,Grain.yield...bu.ac,55.12522116,5.600947664
4259,19-18813,Aug_Neo_20,239644,Plant.height...cm.,88.9,4.041906421
4260,19-18826,Aug_Neo_20,239645,Grain.test.weight...lbs.bu,55.4523,1.563366793
4261,19-18826,Aug_Neo_20,239645,Grain.yield...bu.ac,61.15086446,5.600947664
4262,19-18826,Aug_Neo_20,239645,Plant.height...cm.,88.9,4.041906421
4263,19-18830,Aug_Neo_20,239646,Grain.test.weight...lbs.bu,54.3235,1.563366793
4264,19-18830,Aug_Neo_20,239646,Grain.yield...bu.ac,57.19653604,5.600947664
4265,19-18830,Aug_Neo_20,239646,Plant.height...cm.,83.82,4.041906421
4266,19-18832,Aug_Neo_20,239647,Grain.test.weight...lbs.bu,55.029,1.563366793
4267,19-18832,Aug_Neo_20,239647,Grain.yield...bu.ac,60.77426176,5.600947664
4268,19-18832,Aug_Neo_20,239647,Plant.height...cm.,86.36,4.041906421
4269,19-18837,Aug_Neo_20,239648,Grain.test.weight...lbs.bu,55.8756,1.563366793
4270,19-18837,Aug_Neo_20,239648,Grain.yield...bu.ac,55.03107048,5.600947664
4271,19-18837,Aug_Neo_20,239648,Plant.height...cm.,83.82,4.041906421
4272,19-18865,Aug_Neo_20,239649,Grain.test.weight...lbs.bu,58.1332,1.563366793
4273,19-18865,Aug_Neo_20,239649,Grain.yield...bu.ac,58.32634416,5.600947664
4274,19-18865,Aug_Neo_20,239649,Plant.height...cm.,91.44,4.041906421
4278,19-18905,Aug_Neo_20,239653,Grain.test.weight...lbs.bu,61.5196,1.563366793
4279,19-18905,Aug_Neo_20,239653,Grain.yield...bu.ac,63.08095333,5.600947664
4280,19-18905,Aug_Neo_20,239653,Plant.height...cm.,99.06,4.041906421
4281,19-18906,Aug_Neo_20,239654,Grain.test.weight...lbs.bu,57.5688,1.563366793
4282,19-18906,Aug_Neo_20,239654,Grain.yield...bu.ac,57.14946071,5.600947664
4283,19-18906,Aug_Neo_20,239654,Plant.height...cm.,91.44,4.041906421
4284,19-18907,Aug_Neo_20,239655,Grain.test.weight...lbs.bu,59.262,1.563366793
4285,19-18907,Aug_Neo_20,239655,Grain.yield...bu.ac,50.1352353,5.600947664
4286,19-18907,Aug_Neo_20,239655,Plant.height...cm.,86.36,4.041906421
4288,19-18938,Aug_Neo_20,239657,Grain.test.weight...lbs.bu,56.0167,1.563366793
4289,19-18938,Aug_Neo_20,239657,Grain.yield...bu.ac,64.54028882,5.600947664
4290,19-18938,Aug_Neo_20,239657,Plant.height...cm.,91.44,4.041906421
4291,19-18954,Aug_Neo_20,239658,Grain.test.weight...lbs.bu,56.0167,1.563366793
4292,19-18954,Aug_Neo_20,239658,Grain.yield...bu.ac,67.92971318,5.600947664
4293,19-18954,Aug_Neo_20,239658,Plant.height...cm.,86.36,4.041906421
4294,19-18957,Aug_Neo_20,239659,Grain.test.weight...lbs.bu,55.8756,1.563366793
4295,19-18957,Aug_Neo_20,239659,Grain.yield...bu.ac,54.27786507,5.600947664
4296,19-18957,Aug_Neo_20,239659,Plant.height...cm.,83.82,4.041906421
4297,19-18958,Aug_Neo_20,239660,Grain.test.weight...lbs.bu,51.9248,1.563366793
4298,19-18958,Aug_Neo_20,239660,Grain.yield...bu.ac,73.95535648,5.600947664
4299,19-18958,Aug_Neo_20,239660,Plant.height...cm.,99.06,4.041906421
4300,19-18972,Aug_Neo_20,239661,Grain.test.weight...lbs.bu,56.5811,1.563366793
4301,19-18972,Aug_Neo_20,239661,Grain.yield...bu.ac,72.73139769,5.600947664
4302,19-18972,Aug_Neo_20,239661,Plant.height...cm.,81.28,4.041906421
4303,19-19146,Aug_Neo_20,239662,Grain.test.weight...lbs.bu,56.7222,1.563366793
4304,19-19146,Aug_Neo_20,239662,Grain.yield...bu.ac,62.65727529,5.600947664
4305,19-19146,Aug_Neo_20,239662,Plant.height...cm.,91.44,4.041906421
4306,19-19159,Aug_Neo_20,239663,Grain.test.weight...lbs.bu,57.5688,1.563366793
4307,19-19159,Aug_Neo_20,239663,Grain.yield...bu.ac,61.90406987,5.600947664
4308,19-19159,Aug_Neo_20,239663,Plant.height...cm.,86.36,4.041906421
4309,19-19160,Aug_Neo_20,239664,Grain.test.weight...lbs.bu,57.0044,1.563366793
4310,19-19160,Aug_Neo_20,239664,Grain.yield...bu.ac,67.8355625,5.600947664
4311,19-19160,Aug_Neo_20,239664,Plant.height...cm.,88.9,4.041906421
4312,19-19172,Aug_Neo_20,239665,Grain.test.weight...lbs.bu,56.2989,1.563366793
4313,19-19172,Aug_Neo_20,239665,Grain.yield...bu.ac,46.60458492,5.600947664
4314,19-19172,Aug_Neo_20,239665,Plant.height...cm.,78.74,4.041906421
4315,19-19205,Aug_Neo_20,239666,Grain.test.weight...lbs.bu,53.7591,1.563366793
4316,19-19205,Aug_Neo_20,239666,Grain.yield...bu.ac,60.11520702,5.600947664
4317,19-19205,Aug_Neo_20,239666,Plant.height...cm.,83.82,4.041906421
4318,19-19217,Aug_Neo_20,239667,Grain.test.weight...lbs.bu,55.7345,1.563366793
4319,19-19217,Aug_Neo_20,239667,Grain.yield...bu.ac,50.70013936,5.600947664
4320,19-19217,Aug_Neo_20,239667,Plant.height...cm.,91.44,4.041906421
4321,19-19221,Aug_Neo_20,239668,Grain.test.weight...lbs.bu,58.5565,1.563366793
4322,19-19221,Aug_Neo_20,239668,Grain.yield...bu.ac,54.74861845,5.600947664
4323,19-19221,Aug_Neo_20,239668,Plant.height...cm.,96.52,4.041906421
4324,19-19225,Aug_Neo_20,239669,Grain.test.weight...lbs.bu,57.851,1.563366793
4325,19-19225,Aug_Neo_20,239669,Grain.yield...bu.ac,49.5232559,5.600947664
4326,19-19225,Aug_Neo_20,239669,Plant.height...cm.,93.98,4.041906421
4327,19-19226,Aug_Neo_20,239670,Grain.test.weight...lbs.bu,54.4646,1.563366793
4328,19-19226,Aug_Neo_20,239670,Grain.yield...bu.ac,63.26925469,5.600947664
4329,19-19226,Aug_Neo_20,239670,Plant.height...cm.,93.98,4.041906421
4332,19-19258,Aug_Neo_20,239673,Grain.test.weight...lbs.bu,55.4523,1.563366793
4333,19-19258,Aug_Neo_20,239673,Grain.yield...bu.ac,51.17089274,5.600947664
4334,19-19258,Aug_Neo_20,239673,Plant.height...cm.,99.06,4.041906421
4337,19-19276,Aug_Neo_20,239676,Grain.test.weight...lbs.bu,59.262,1.563366793
4338,19-19276,Aug_Neo_20,239676,Grain.yield...bu.ac,64.16368611,5.600947664
4339,19-19276,Aug_Neo_20,239676,Plant.height...cm.,96.52,4.041906421
4340,19-19324,Aug_Neo_20,239677,Grain.test.weight...lbs.bu,54.6057,1.563366793
4341,19-19324,Aug_Neo_20,239677,Grain.yield...bu.ac,70.00102806,5.600947664
4342,19-19324,Aug_Neo_20,239677,Plant.height...cm.,86.36,4.041906421
4343,19-19327,Aug_Neo_20,239678,Grain.test.weight...lbs.bu,52.0659,1.563366793
4344,19-19327,Aug_Neo_20,239678,Grain.yield...bu.ac,62.7985013,5.600947664
4345,19-19327,Aug_Neo_20,239678,Plant.height...cm.,83.82,4.041906421
4346,19-19341,Aug_Neo_20,239679,Grain.test.weight...lbs.bu,57.2866,1.563366793
4347,19-19341,Aug_Neo_20,239679,Grain.yield...bu.ac,61.71576852,5.600947664
4348,19-19341,Aug_Neo_20,239679,Plant.height...cm.,88.9,4.041906421
4349,19-19413,Aug_Neo_20,239680,Grain.test.weight...lbs.bu,53.7591,1.563366793
4350,19-19413,Aug_Neo_20,239680,Grain.yield...bu.ac,55.07814582,5.600947664
4351,19-19413,Aug_Neo_20,239680,Plant.height...cm.,88.9,4.041906421
4352,19-19528,Aug_Neo_20,239681,Grain.test.weight...lbs.bu,57.2866,1.563366793
4353,19-19528,Aug_Neo_20,239681,Grain.yield...bu.ac,46.55750959,5.600947664
4354,19-19528,Aug_Neo_20,239681,Plant.height...cm.,86.36,4.041906421
4355,19-19533,Aug_Neo_20,239682,Grain.test.weight...lbs.bu,55.029,1.563366793
4356,19-19533,Aug_Neo_20,239682,Grain.yield...bu.ac,44.06251666,5.600947664
4357,19-19533,Aug_Neo_20,239682,Plant.height...cm.,99.06,4.041906421
4358,19-19542,Aug_Neo_20,239683,Grain.test.weight...lbs.bu,52.9125,1.563366793
4359,19-19542,Aug_Neo_20,239683,Grain.yield...bu.ac,43.8742153,5.600947664
4360,19-19542,Aug_Neo_20,239683,Plant.height...cm.,88.9,4.041906421
4361,19-19543,Aug_Neo_20,239684,Grain.test.weight...lbs.bu,56.2989,1.563366793
4362,19-19543,Aug_Neo_20,239684,Grain.yield...bu.ac,49.33495455,5.600947664
4363,19-19543,Aug_Neo_20,239684,Plant.height...cm.,93.98,4.041906421
4364,19-19546,Aug_Neo_20,239685,Grain.test.weight...lbs.bu,56.5811,1.563366793
4365,19-19546,Aug_Neo_20,239685,Grain.yield...bu.ac,45.38062613,5.600947664
4366,19-19546,Aug_Neo_20,239685,Plant.height...cm.,88.9,4.041906421
4369,19-19810,Aug_Neo_20,239688,Grain.test.weight...lbs.bu,58.2743,1.563366793
4370,19-19810,Aug_Neo_20,239688,Grain.yield...bu.ac,47.73439304,5.600947664
4371,19-19810,Aug_Neo_20,239688,Plant.height...cm.,91.44,4.041906421
4372,19-20068,Aug_Neo_20,239689,Grain.test.weight...lbs.bu,59.9675,1.563366793
4373,19-20068,Aug_Neo_20,239689,Grain.yield...bu.ac,54.60739244,5.600947664
4374,19-20068,Aug_Neo_20,239689,Plant.height...cm.,88.9,4.041906421
4375,19-20069,Aug_Neo_20,239690,Grain.test.weight...lbs.bu,58.1332,1.563366793
4376,19-20069,Aug_Neo_20,239690,Grain.yield...bu.ac,51.50042011,5.600947664
4377,19-20069,Aug_Neo_20,239690,Plant.height...cm.,88.9,4.041906421
4378,19-20079,Aug_Neo_20,239691,Grain.test.weight...lbs.bu,57.0044,1.563366793
4379,19-20079,Aug_Neo_20,239691,Grain.yield...bu.ac,44.01544132,5.600947664
4380,19-20079,Aug_Neo_20,239691,Plant.height...cm.,91.44,4.041906421
4381,19-20203,Aug_Neo_20,239692,Grain.test.weight...lbs.bu,58.4154,1.563366793
4382,19-20203,Aug_Neo_20,239692,Grain.yield...bu.ac,54.32494041,5.600947664
4383,19-20203,Aug_Neo_20,239692,Plant.height...cm.,83.82,4.041906421
4386,19-20231,Aug_Neo_20,239695,Grain.test.weight...lbs.bu,59.262,1.563366793
4387,19-20231,Aug_Neo_20,239695,Grain.yield...bu.ac,55.97257725,5.600947664
4388,19-20231,Aug_Neo_20,239695,Plant.height...cm.,93.98,4.041906421
4389,19-20306,Aug_Neo_20,239696,Grain.test.weight...lbs.bu,57.5688,1.563366793
4390,19-20306,Aug_Neo_20,239696,Grain.yield...bu.ac,55.92550191,5.600947664
4391,19-20306,Aug_Neo_20,239696,Plant.height...cm.,91.44,4.041906421
4392,19-20311,Aug_Neo_20,239697,Grain.test.weight...lbs.bu,54.3235,1.563366793
